AS, node_degree, IP_prefix_count, class
14095, 0, 1, Enterprise
54067, 0, 3, Enterprise
53874, 0, 1, Enterprise
23439, 0, 1, Enterprise
23065, 0, 1, Enterprise
62669, 0, 1, Enterprise
54130, 0, 2, Enterprise
36350, 0, 2, Enterprise
26011, 0, 1, Enterprise
26931, 0, 5, Enterprise
32031, 0, 1, Enterprise
40360, 0, 1, Enterprise
393390, 0, 1, Enterprise
62944, 0, 1, Enterprise
264823, 0, 1, Enterprise
133750, 0, 1, Enterprise
19339, 0, 1, Enterprise
26648, 0, 2, Enterprise
26995, 0, 2, Enterprise
393769, 0, 2, Enterprise
12256, 0, 1, Enterprise
33056, 0, 1, Enterprise
53960, 0, 1, Enterprise
36861, 0, 8, Enterprise
395490, 0, 2, Enterprise
199557, 0, 1, Enterprise
32057, 0, 1, Enterprise
22229, 0, 1, Enterprise
10632, 0, 2, Enterprise
40502, 0, 1, Enterprise
18694, 0, 4, Enterprise
33595, 0, 1, Enterprise
23431, 0, 2, Enterprise
393222, 0, 3, Enterprise
54209, 0, 2, Enterprise
15041, 0, 1, Enterprise
19247, 0, 4, Enterprise
22490, 0, 1, Enterprise
17091, 0, 2, Enterprise
395609, 0, 1, Enterprise
395615, 0, 1, Enterprise
26336, 0, 1, Enterprise
27583, 0, 4, Enterprise
393274, 0, 2, Enterprise
46750, 0, 1, Enterprise
33338, 0, 1, Enterprise
25792, 0, 1, Enterprise
396218, 0, 2, Enterprise
19280, 0, 3, Enterprise
36410, 0, 3, Enterprise
33369, 0, 1, Enterprise
394516, 0, 2, Enterprise
20109, 0, 3, Enterprise
396522, 0, 2, Enterprise
23049, 0, 6, Enterprise
1648, 0, 17, Enterprise
40250, 0, 1, Enterprise
12047, 0, 5, Enterprise
46247, 0, 2, Enterprise
25862, 0, 1, Enterprise
40337, 0, 1, Enterprise
19510, 0, 3, Enterprise
31839, 0, 1, Enterprise
14915, 0, 1, Enterprise
54189, 0, 1, Enterprise
394333, 0, 1, Enterprise
53822, 0, 1, Enterprise
13361, 0, 3, Enterprise
23068, 0, 7, Enterprise
26245, 0, 25, Enterprise
11089, 0, 1, Enterprise
46571, 0, 2, Enterprise
53796, 0, 1, Enterprise
22638, 0, 1, Enterprise
20314, 0, 9, Enterprise
53858, 0, 1, Enterprise
63254, 0, 5, Enterprise
396336, 0, 1, Enterprise
13620, 0, 2, Enterprise
16957, 0, 3, Enterprise
54041, 0, 1, Enterprise
40525, 0, 2, Enterprise
32019, 0, 3, Enterprise
35918, 0, 6, Enterprise
54055, 0, 1, Enterprise
54068, 0, 1, Enterprise
40096, 0, 1, Enterprise
54079, 0, 1, Enterprise
21672, 0, 1, Enterprise
26521, 0, 1, Enterprise
54047, 0, 1, Enterprise
31970, 0, 2, Enterprise
46550, 0, 3, Enterprise
23287, 0, 3, Enterprise
394126, 0, 3, Enterprise
31923, 0, 4, Enterprise
394712, 0, 7, Enterprise
27575, 0, 1, Enterprise
27284, 0, 1, Enterprise
54091, 0, 1, Enterprise
3587, 0, 2, Enterprise
54195, 0, 1, Enterprise
17120, 0, 3, Enterprise
30324, 0, 3, Enterprise
19928, 0, 1, Enterprise
30580, 0, 1, Enterprise
18502, 0, 4, Enterprise
53954, 0, 1, Enterprise
27360, 0, 1, Enterprise
11811, 0, 2, Enterprise
17256, 0, 1, Enterprise
3930, 0, 4, Enterprise
54059, 0, 1, Enterprise
13676, 0, 12, Enterprise
54078, 0, 1, Enterprise
54129, 0, 1, Enterprise
5036, 0, 2, Enterprise
46594, 0, 1, Enterprise
21932, 0, 1, Enterprise
32941, 0, 1, Enterprise
31929, 0, 3, Enterprise
53647, 0, 4, Enterprise
46101, 0, 2, Enterprise
6099, 0, 17, Enterprise
40248, 0, 3, Enterprise
11307, 0, 9, Enterprise
54164, 0, 1, Enterprise
6095, 0, 1, Enterprise
396260, 0, 2, Enterprise
10596, 0, 11, Enterprise
36194, 0, 1, Enterprise
54167, 0, 1, Enterprise
6491, 0, 2, Enterprise
32928, 0, 1, Enterprise
35881, 0, 1, Enterprise
20158, 0, 2, Enterprise
15258, 0, 2, Enterprise
46670, 0, 4, Enterprise
40170, 0, 12, Enterprise
53819, 0, 1, Enterprise
46354, 0, 1, Enterprise
53970, 0, 1, Enterprise
46412, 0, 1, Enterprise
29964, 0, 1, Enterprise
19860, 0, 1, Enterprise
46914, 0, 1, Enterprise
32339, 0, 1, Enterprise
16790, 0, 1, Enterprise
394475, 0, 1, Enterprise
22034, 0, 2, Enterprise
32854, 0, 1, Enterprise
22369, 0, 1, Enterprise
4133, 0, 4, Enterprise
65105, 0, 1, Enterprise
16403, 0, 13, Enterprise
33017, 0, 7, Enterprise
16487, 0, 3, Enterprise
63033, 0, 3, Enterprise
54788, 0, 1, Enterprise
47038, 0, 16, Enterprise
46678, 0, 3, Enterprise
36092, 0, 4, Enterprise
53747, 0, 1, Enterprise
21728, 0, 2, Enterprise
53748, 0, 1, Enterprise
27296, 0, 1, Enterprise
22024, 0, 1, Enterprise
30667, 0, 1, Enterprise
54459, 0, 1, Enterprise
11608, 0, 43, Enterprise
54881, 0, 1, Enterprise
63204, 0, 1, Enterprise
21518, 0, 1, Enterprise
36401, 0, 1, Enterprise
16953, 0, 4, Enterprise
5098, 0, 3, Enterprise
30193, 0, 5, Enterprise
394258, 0, 1, Enterprise
14020, 0, 2, Enterprise
46224, 0, 1, Enterprise
22510, 0, 1, Enterprise
33723, 0, 4, Enterprise
11154, 0, 4, Enterprise
22256, 0, 2, Enterprise
5101, 0, 2, Enterprise
19558, 0, 4, Enterprise
27009, 0, 2, Enterprise
11460, 0, 2, Enterprise
23258, 0, 1, Enterprise
19269, 0, 3, Enterprise
4309, 0, 4, Enterprise
393837, 0, 1, Enterprise
14052, 0, 4, Enterprise
36230, 0, 4, Enterprise
19477, 0, 12, Enterprise
15205, 0, 2, Enterprise
11345, 0, 1, Enterprise
395323, 0, 3, Enterprise
18113, 0, 8, Enterprise
53700, 0, 1, Enterprise
32454, 0, 1, Enterprise
26701, 0, 1, Enterprise
53709, 0, 1, Enterprise
30505, 0, 1, Enterprise
15275, 0, 1, Enterprise
14687, 0, 1, Enterprise
22228, 0, 1, Enterprise
22385, 0, 2, Enterprise
21964, 0, 3, Enterprise
63016, 0, 3, Enterprise
32619, 0, 9, Enterprise
62768, 0, 1, Enterprise
7912, 0, 2, Enterprise
39999, 0, 1, Enterprise
16480, 0, 2, Enterprise
54843, 0, 3, Enterprise
54776, 0, 4, Enterprise
11679, 0, 2, Enterprise
11339, 0, 1, Enterprise
46203, 0, 2, Enterprise
33315, 0, 1, Enterprise
33539, 0, 5, Enterprise
12092, 0, 4, Enterprise
11296, 0, 1, Enterprise
14964, 0, 2, Enterprise
15172, 0, 1, Enterprise
53714, 0, 1, Enterprise
53718, 0, 1, Enterprise
11334, 0, 6, Enterprise
14208, 0, 1, Enterprise
393244, 0, 1, Enterprise
23147, 0, 1, Enterprise
33120, 0, 2, Enterprise
20036, 0, 2, Enterprise
394040, 0, 2, Enterprise
396352, 0, 1, Enterprise
22076, 0, 1, Enterprise
26182, 0, 3, Enterprise
30425, 0, 1, Enterprise
605, 0, 1, Enterprise
33417, 0, 2, Enterprise
6092, 0, 2, Enterprise
63153, 0, 1, Enterprise
40042, 0, 3, Enterprise
26830, 0, 1, Enterprise
5731, 0, 3, Enterprise
6348, 0, 3, Enterprise
20235, 0, 2, Enterprise
26713, 0, 1, Enterprise
394934, 0, 1, Enterprise
21914, 0, 1, Enterprise
40164, 0, 1, Enterprise
14034, 0, 1, Enterprise
13940, 0, 1, Enterprise
30283, 0, 4, Enterprise
14767, 0, 1, Enterprise
27259, 0, 1, Enterprise
395982, 0, 3, Enterprise
20352, 0, 14, Enterprise
19954, 0, 1, Enterprise
54346, 0, 1, Enterprise
53663, 0, 1, Enterprise
63461, 0, 1, Enterprise
11091, 0, 1, Enterprise
19076, 0, 15, Enterprise
64827, 0, 1, Enterprise
11465, 0, 1, Enterprise
25901, 0, 3, Enterprise
18955, 0, 1, Enterprise
33128, 0, 2, Enterprise
33113, 0, 1, Enterprise
32423, 0, 1, Enterprise
19110, 0, 1, Enterprise
13757, 0, 1, Enterprise
19276, 0, 4, Enterprise
53390, 0, 2, Enterprise
30559, 0, 1, Enterprise
53656, 0, 1, Enterprise
15080, 0, 1, Enterprise
395711, 0, 1, Enterprise
22342, 0, 4, Enterprise
18964, 0, 10, Enterprise
11935, 0, 1, Enterprise
395947, 0, 1, Enterprise
6210, 0, 4, Enterprise
17005, 0, 3, Enterprise
395332, 0, 3, Enterprise
396370, 0, 1, Enterprise
395988, 0, 1, Enterprise
46563, 0, 1, Enterprise
32305, 0, 1, Enterprise
395001, 0, 1, Enterprise
13346, 0, 3, Enterprise
63334, 0, 1, Enterprise
394697, 0, 1, Enterprise
23427, 0, 5, Enterprise
46656, 0, 1, Enterprise
17010, 0, 1, Enterprise
21974, 0, 1, Enterprise
13605, 0, 1, Enterprise
54223, 0, 1, Enterprise
13700, 0, 1, Enterprise
21802, 0, 1, Enterprise
395617, 0, 1, Enterprise
21695, 0, 2, Enterprise
15048, 0, 17, Enterprise
54179, 0, 3, Enterprise
4367, 0, 1, Enterprise
23038, 0, 4, Enterprise
25891, 0, 1, Enterprise
14645, 0, 1, Enterprise
32520, 0, 3, Enterprise
40288, 0, 2, Enterprise
393366, 0, 2, Enterprise
53746, 0, 2, Enterprise
25861, 0, 1, Enterprise
7133, 0, 2, Enterprise
17089, 0, 7, Enterprise
23134, 0, 3, Enterprise
10595, 0, 2, Enterprise
36480, 0, 1, Enterprise
396228, 0, 2, Enterprise
27542, 0, 2, Enterprise
12062, 0, 2, Enterprise
29761, 0, 1, Enterprise
32054, 0, 1, Enterprise
22056, 0, 5, Enterprise
90, 0, 2, Enterprise
26893, 0, 1, Enterprise
22977, 0, 1, Enterprise
55126, 0, 2, Enterprise
19621, 0, 5, Enterprise
32134, 0, 9, Enterprise
23245, 0, 1, Enterprise
40016, 0, 2, Enterprise
6946, 0, 1, Enterprise
7368, 0, 2, Enterprise
3660, 0, 1, Enterprise
10978, 0, 1, Enterprise
18721, 0, 1, Enterprise
22662, 0, 1, Enterprise
46586, 0, 2, Enterprise
5743, 0, 1, Enterprise
15225, 0, 8, Enterprise
19923, 0, 8, Enterprise
53635, 0, 2, Enterprise
47079, 0, 2, Enterprise
16946, 0, 1, Enterprise
32215, 0, 1, Enterprise
22817, 0, 1, Enterprise
13472, 0, 1, Enterprise
18578, 0, 1, Enterprise
14498, 0, 1, Enterprise
26824, 0, 1, Enterprise
21828, 0, 3, Enterprise
54062, 0, 2, Enterprise
25913, 0, 1, Enterprise
54023, 0, 1, Enterprise
5790, 0, 3, Enterprise
394927, 0, 4, Enterprise
16492, 0, 3, Enterprise
17024, 0, 1, Enterprise
13349, 0, 3, Enterprise
10812, 0, 2, Enterprise
1650, 0, 1, Enterprise
36035, 0, 1, Enterprise
14088, 0, 2, Enterprise
14683, 0, 1, Enterprise
17315, 0, 1, Enterprise
62692, 0, 1, Enterprise
54368, 0, 3, Enterprise
20247, 0, 1, Enterprise
17383, 0, 1, Enterprise
22574, 0, 1, Enterprise
25869, 0, 5, Enterprise
21596, 0, 2, Enterprise
29878, 0, 3, Enterprise
26377, 0, 1, Enterprise
32593, 0, 4, Enterprise
19055, 0, 2, Enterprise
25953, 0, 1, Enterprise
16548, 0, 1, Enterprise
27396, 0, 1, Enterprise
14456, 0, 2, Enterprise
29862, 0, 1, Enterprise
36452, 0, 1, Enterprise
133017, 0, 3, Enterprise
19721, 0, 14, Enterprise
10616, 0, 8, Enterprise
53417, 0, 1, Enterprise
36648, 0, 1, Enterprise
33155, 0, 8, Enterprise
2928, 0, 1, Enterprise
10390, 0, 1, Enterprise
30037, 0, 1, Enterprise
40466, 0, 3, Enterprise
11928, 0, 6, Enterprise
11810, 0, 1, Enterprise
30607, 0, 6, Enterprise
46788, 0, 2, Enterprise
40411, 0, 1, Enterprise
13473, 0, 2, Enterprise
21682, 0, 1, Enterprise
63466, 0, 3, Enterprise
20096, 0, 1, Enterprise
12204, 0, 3, Enterprise
22321, 0, 1, Enterprise
23163, 0, 1, Enterprise
22954, 0, 1, Enterprise
40902, 0, 1, Enterprise
62596, 0, 1, Enterprise
18587, 0, 3, Enterprise
234, 0, 1, Enterprise
6073, 0, 6, Enterprise
33449, 0, 1, Enterprise
6595, 0, 1, Enterprise
14738, 0, 1, Enterprise
27308, 0, 2, Enterprise
33326, 0, 2, Enterprise
12070, 0, 1, Enterprise
395219, 0, 1, Enterprise
19225, 0, 1, Enterprise
7820, 0, 3, Enterprise
22123, 0, 1, Enterprise
33474, 0, 1, Enterprise
31870, 0, 1, Enterprise
32095, 0, 6, Enterprise
11941, 0, 24, Enterprise
32920, 0, 1, Enterprise
62671, 0, 1, Enterprise
2166, 0, 13, Enterprise
53633, 0, 1, Enterprise
32457, 0, 16, Enterprise
22613, 0, 1, Enterprise
20097, 0, 1, Enterprise
32596, 0, 2, Enterprise
395407, 0, 1, Enterprise
395275, 0, 1, Enterprise
205615, 0, 1, Enterprise
395276, 0, 1, Enterprise
396345, 0, 1, Enterprise
46463, 0, 1, Enterprise
20082, 0, 4, Enterprise
40275, 0, 1, Enterprise
16470, 0, 1, Enterprise
32807, 0, 1, Enterprise
32096, 0, 1, Enterprise
29962, 0, 1, Enterprise
395166, 0, 1, Enterprise
33390, 0, 1, Enterprise
23425, 0, 1, Enterprise
22424, 0, 5, Enterprise
32562, 0, 3, Enterprise
23301, 0, 1, Enterprise
54442, 0, 2, Enterprise
53549, 0, 1, Enterprise
393966, 0, 2, Enterprise
40236, 0, 1, Enterprise
40808, 0, 8, Enterprise
53761, 0, 2, Enterprise
46799, 0, 1, Enterprise
10939, 0, 1, Enterprise
11973, 0, 1, Enterprise
36309, 0, 1, Enterprise
22713, 0, 1, Enterprise
21638, 0, 1, Enterprise
36639, 0, 1, Enterprise
2933, 0, 1, Enterprise
33203, 0, 4, Enterprise
11859, 0, 1, Enterprise
6917, 0, 32, Enterprise
5237, 0, 34, Enterprise
3475, 0, 83, Enterprise
6566, 0, 12, Enterprise
22740, 0, 1, Enterprise
54440, 0, 1, Enterprise
46515, 0, 1, Enterprise
7234, 0, 1, Enterprise
32728, 0, 1, Enterprise
33429, 0, 1, Enterprise
46318, 0, 14, Enterprise
33478, 0, 8, Enterprise
14880, 0, 2, Enterprise
395130, 0, 4, Enterprise
12142, 0, 2, Enterprise
32046, 0, 1, Enterprise
32048, 0, 1, Enterprise
32049, 0, 1, Enterprise
32047, 0, 1, Enterprise
32050, 0, 2, Enterprise
32051, 0, 1, Enterprise
32052, 0, 1, Enterprise
32053, 0, 3, Enterprise
38531, 0, 1, Enterprise
62568, 0, 4, Enterprise
54353, 0, 2, Enterprise
4255, 0, 2, Enterprise
19043, 0, 5, Enterprise
29826, 0, 4, Enterprise
26456, 0, 3, Enterprise
26334, 0, 2, Enterprise
32629, 0, 1, Enterprise
26059, 0, 1, Enterprise
14893, 0, 1, Enterprise
54485, 0, 1, Enterprise
54629, 0, 3, Enterprise
33414, 0, 3, Enterprise
54832, 0, 1, Enterprise
36015, 0, 1, Enterprise
26252, 0, 7, Enterprise
20441, 0, 1, Enterprise
26575, 0, 2, Enterprise
55203, 0, 3, Enterprise
46913, 0, 2, Enterprise
10347, 0, 1, Enterprise
396334, 0, 1, Enterprise
14450, 0, 4, Enterprise
14451, 0, 2, Enterprise
29913, 0, 2, Enterprise
13919, 0, 5, Enterprise
62732, 0, 1, Enterprise
10718, 0, 4, Enterprise
46895, 0, 3, Enterprise
46344, 0, 1, Enterprise
46352, 0, 1, Enterprise
18962, 0, 1, Enterprise
18757, 0, 13, Enterprise
396323, 0, 2, Enterprise
7397, 0, 2, Enterprise
27344, 0, 1, Enterprise
19850, 0, 6, Enterprise
54451, 0, 1, Enterprise
54649, 0, 1, Enterprise
394137, 0, 1, Enterprise
17067, 0, 5, Enterprise
33328, 0, 3, Enterprise
64771, 0, 4, Enterprise
12082, 0, 5, Enterprise
54355, 0, 2, Enterprise
53452, 0, 1, Enterprise
4306, 0, 7, Enterprise
32988, 0, 2, Enterprise
19857, 0, 3, Enterprise
18772, 0, 1, Enterprise
63475, 0, 3, Enterprise
394076, 0, 1, Enterprise
40588, 0, 3, Enterprise
13981, 0, 1, Enterprise
33585, 0, 2, Enterprise
20896, 0, 2, Enterprise
54121, 0, 1, Enterprise
63344, 0, 7, Enterprise
394926, 0, 1, Enterprise
396065, 0, 1, Enterprise
396138, 0, 2, Enterprise
14311, 0, 4, Enterprise
395553, 0, 1, Enterprise
53814, 0, 1, Enterprise
33288, 0, 1, Enterprise
30113, 0, 7, Enterprise
32350, 0, 1, Enterprise
54012, 0, 1, Enterprise
30333, 0, 1, Enterprise
36128, 0, 1, Enterprise
22059, 0, 1, Enterprise
40587, 0, 1, Enterprise
11015, 0, 2, Enterprise
54399, 0, 1, Enterprise
31884, 0, 1, Enterprise
19081, 0, 1, Enterprise
55139, 0, 1, Enterprise
394419, 0, 1, Enterprise
396121, 0, 1, Enterprise
54416, 0, 1, Enterprise
54419, 0, 1, Enterprise
54410, 0, 1, Enterprise
54429, 0, 1, Enterprise
22993, 0, 1, Enterprise
10703, 0, 2, Enterprise
29915, 0, 1, Enterprise
54447, 0, 1, Enterprise
30587, 0, 1, Enterprise
32885, 0, 2, Enterprise
26916, 0, 1, Enterprise
26151, 0, 2, Enterprise
18445, 0, 1, Enterprise
22190, 0, 16, Enterprise
7265, 0, 23, Enterprise
30369, 0, 1, Enterprise
21712, 0, 1, Enterprise
14736, 0, 2, Enterprise
46575, 0, 3, Enterprise
20479, 0, 2, Enterprise
26051, 0, 2, Enterprise
53901, 0, 1, Enterprise
64804, 0, 2, Enterprise
54193, 0, 1, Enterprise
46107, 0, 1, Enterprise
64652, 0, 1, Enterprise
32509, 0, 1, Enterprise
7312, 0, 1, Enterprise
40585, 0, 4, Enterprise
13375, 0, 2, Enterprise
64246, 0, 1, Enterprise
23494, 0, 5, Enterprise
1929, 0, 1, Enterprise
1436, 0, 1, Enterprise
7153, 0, 3, Enterprise
17270, 0, 9, Enterprise
32139, 0, 3, Enterprise
23050, 0, 3, Enterprise
20289, 0, 8, Enterprise
393972, 0, 2, Enterprise
395220, 0, 4, Enterprise
46471, 0, 1, Enterprise
46522, 0, 1, Enterprise
393784, 0, 1, Enterprise
11016, 0, 1, Enterprise
393654, 0, 1, Enterprise
132720, 0, 2, Enterprise
136492, 0, 1, Enterprise
40204, 0, 3, Enterprise
32755, 0, 1, Enterprise
62705, 0, 15, Enterprise
26748, 0, 1, Enterprise
59248, 0, 4, Enterprise
62377, 0, 3, Enterprise
40677, 0, 1, Enterprise
19352, 0, 1, Enterprise
20263, 0, 1, Enterprise
36476, 0, 1, Enterprise
13910, 0, 3, Enterprise
54332, 0, 1, Enterprise
393898, 0, 3, Enterprise
35964, 0, 1, Enterprise
394238, 0, 2, Enterprise
32170, 0, 1, Enterprise
54352, 0, 1, Enterprise
54362, 0, 1, Enterprise
53625, 0, 2, Enterprise
394554, 0, 1, Enterprise
10329, 0, 1, Enterprise
30618, 0, 1, Enterprise
7657, 0, 1, Enterprise
4902, 0, 1, Enterprise
54391, 0, 2, Enterprise
11874, 0, 1, Enterprise
54409, 0, 1, Enterprise
53337, 0, 1, Enterprise
26977, 0, 1, Enterprise
54424, 0, 1, Enterprise
4182, 0, 2, Enterprise
33393, 0, 1, Enterprise
55007, 0, 1, Enterprise
15354, 0, 2, Enterprise
11566, 0, 1, Enterprise
394422, 0, 1, Enterprise
395354, 0, 1, Enterprise
395247, 0, 1, Enterprise
395208, 0, 1, Enterprise
395905, 0, 1, Enterprise
395827, 0, 1, Enterprise
395823, 0, 1, Enterprise
23042, 0, 1, Enterprise
7314, 0, 2, Enterprise
22835, 0, 1, Enterprise
20467, 0, 8, Enterprise
36490, 0, 3, Enterprise
22705, 0, 1, Enterprise
19446, 0, 2, Enterprise
54184, 0, 1, Enterprise
10678, 0, 3, Enterprise
46393, 0, 2, Enterprise
40444, 0, 5, Enterprise
54496, 0, 2, Enterprise
396126, 0, 1, Enterprise
54095, 0, 1, Enterprise
19900, 0, 1, Enterprise
53539, 0, 1, Enterprise
46779, 0, 2, Enterprise
54307, 0, 1, Enterprise
22947, 0, 1, Enterprise
20274, 0, 1, Enterprise
54461, 0, 1, Enterprise
64500, 0, 1, Enterprise
54587, 0, 1, Enterprise
21813, 0, 4, Enterprise
13441, 0, 5, Enterprise
54231, 0, 1, Enterprise
32796, 0, 1, Enterprise
54525, 0, 1, Enterprise
17353, 0, 5, Enterprise
63359, 0, 1, Enterprise
394567, 0, 3, Enterprise
54093, 0, 1, Enterprise
33300, 0, 1, Enterprise
54070, 0, 3, Enterprise
40347, 0, 1, Enterprise
395514, 0, 1, Enterprise
22066, 0, 1, Enterprise
64243, 0, 2, Enterprise
53599, 0, 1, Enterprise
64251, 0, 1, Enterprise
55133, 0, 1, Enterprise
26638, 0, 7, Enterprise
16497, 0, 1, Enterprise
32829, 0, 6, Enterprise
19300, 0, 2, Enterprise
62827, 0, 4, Enterprise
26946, 0, 6, Enterprise
27316, 0, 8, Enterprise
36634, 0, 1, Enterprise
32073, 0, 1, Enterprise
13698, 0, 6, Enterprise
7970, 0, 7, Enterprise
18258, 0, 2, Enterprise
16804, 0, 1, Enterprise
46172, 0, 1, Enterprise
29922, 0, 2, Enterprise
54125, 0, 1, Enterprise
46599, 0, 5, Enterprise
54212, 0, 1, Enterprise
14662, 0, 1, Enterprise
11605, 0, 1, Enterprise
54517, 0, 3, Enterprise
45633, 0, 1, Enterprise
54181, 0, 1, Enterprise
32442, 0, 8, Enterprise
53756, 0, 2, Enterprise
22446, 0, 1, Enterprise
9897, 0, 1, Enterprise
36041, 0, 1, Enterprise
10819, 0, 2, Enterprise
14355, 0, 1, Enterprise
394163, 0, 1, Enterprise
395097, 0, 1, Enterprise
394893, 0, 1, Enterprise
11531, 0, 1, Enterprise
31763, 0, 19, Enterprise
14951, 0, 8, Enterprise
21806, 0, 3, Enterprise
40391, 0, 14, Enterprise
22936, 0, 2, Enterprise
19707, 0, 1, Enterprise
13942, 0, 3, Enterprise
3393, 0, 1, Enterprise
54261, 0, 1, Enterprise
54267, 0, 1, Enterprise
30348, 0, 10, Enterprise
54289, 0, 1, Enterprise
13610, 0, 1, Enterprise
54279, 0, 1, Enterprise
54783, 0, 1, Enterprise
46370, 0, 2, Enterprise
13927, 0, 3, Enterprise
26532, 0, 2, Enterprise
7300, 0, 1, Enterprise
19105, 0, 3, Enterprise
40508, 0, 3, Enterprise
17301, 0, 2, Enterprise
20443, 0, 2, Enterprise
23320, 0, 1, Enterprise
35951, 0, 2, Enterprise
18571, 0, 1, Enterprise
14172, 0, 3, Enterprise
46567, 0, 1, Enterprise
11140, 0, 1, Enterprise
19921, 0, 1, Enterprise
11316, 0, 7, Enterprise
11132, 0, 1, Enterprise
40900, 0, 1, Enterprise
10801, 0, 17, Enterprise
64244, 0, 1, Enterprise
32677, 0, 1, Enterprise
16771, 0, 2, Enterprise
40210, 0, 1, Enterprise
22669, 0, 1, Enterprise
1731, 0, 1, Enterprise
5088, 0, 22, Enterprise
33292, 0, 10, Enterprise
33293, 0, 13, Enterprise
395638, 0, 2, Enterprise
13839, 0, 4, Enterprise
36246, 0, 2, Enterprise
40770, 0, 1, Enterprise
30644, 0, 1, Enterprise
27487, 0, 2, Enterprise
22140, 0, 3, Enterprise
30227, 0, 1, Enterprise
1563, 0, 1, Enterprise
19856, 0, 1, Enterprise
33144, 0, 3, Enterprise
3904, 0, 1, Enterprise
6976, 0, 2, Enterprise
394958, 0, 1, Enterprise
30431, 0, 2, Enterprise
396110, 0, 1, Enterprise
26246, 0, 1, Enterprise
15142, 0, 3, Enterprise
18969, 0, 1, Enterprise
46177, 0, 7, Enterprise
33618, 0, 10, Enterprise
32927, 0, 6, Enterprise
393581, 0, 3, Enterprise
32898, 0, 1, Enterprise
18533, 0, 1, Enterprise
22295, 0, 1, Enterprise
33690, 0, 1, Enterprise
19130, 0, 1, Enterprise
25600, 0, 1, Enterprise
21545, 0, 4, Enterprise
27502, 0, 2, Enterprise
26403, 0, 3, Enterprise
21915, 0, 3, Enterprise
19636, 0, 4, Enterprise
64266, 0, 3, Enterprise
31854, 0, 1, Enterprise
26570, 0, 1, Enterprise
8046, 0, 9, Enterprise
40388, 0, 1, Enterprise
11523, 0, 5, Enterprise
26839, 0, 1, Enterprise
23178, 0, 1, Enterprise
4232, 0, 22, Enterprise
32042, 0, 1, Enterprise
7387, 0, 1, Enterprise
11471, 0, 1, Enterprise
40518, 0, 8, Enterprise
394014, 0, 1, Enterprise
396270, 0, 1, Enterprise
8123, 0, 3, Enterprise
33563, 0, 1, Enterprise
22711, 0, 3, Enterprise
14157, 0, 3, Enterprise
32138, 0, 1, Enterprise
17395, 0, 1, Enterprise
22195, 0, 1, Enterprise
14386, 0, 1, Enterprise
11449, 0, 2, Enterprise
19312, 0, 1, Enterprise
393424, 0, 1, Enterprise
62493, 0, 1, Enterprise
19402, 0, 8, Enterprise
35850, 0, 2, Enterprise
54964, 0, 1, Enterprise
16944, 0, 1, Enterprise
16408, 0, 1, Enterprise
11162, 0, 1, Enterprise
64651, 0, 1, Enterprise
10566, 0, 1, Enterprise
11389, 0, 1, Enterprise
46494, 0, 1, Enterprise
26545, 0, 1, Enterprise
16933, 0, 4, Enterprise
30401, 0, 1, Enterprise
395604, 0, 1, Enterprise
22181, 0, 3, Enterprise
26354, 0, 2, Enterprise
4943, 0, 6, Enterprise
36366, 0, 2, Enterprise
55075, 0, 2, Enterprise
8018, 0, 4, Enterprise
393870, 0, 2, Enterprise
6349, 0, 3, Enterprise
14432, 0, 1, Enterprise
54866, 0, 3, Enterprise
394305, 0, 1, Enterprise
394725, 0, 1, Enterprise
18572, 0, 2, Enterprise
40165, 0, 24, Enterprise
395235, 0, 1, Enterprise
30120, 0, 2, Enterprise
22831, 0, 1, Enterprise
30638, 0, 1, Enterprise
395119, 0, 1, Enterprise
11669, 0, 8, Enterprise
17339, 0, 1, Enterprise
22951, 0, 1, Enterprise
46885, 0, 1, Enterprise
26656, 0, 1, Enterprise
40880, 0, 1, Enterprise
4200000006, 0, 1, Enterprise
47001, 0, 2, Enterprise
27200, 0, 2, Enterprise
60618, 0, 3, Enterprise
60410, 0, 3, Enterprise
132474, 0, 2, Enterprise
10489, 0, 2, Enterprise
23160, 0, 3, Enterprise
40212, 0, 1, Enterprise
6337, 0, 6, Enterprise
53437, 0, 1, Enterprise
393510, 0, 1, Enterprise
55092, 0, 1, Enterprise
63223, 0, 1, Enterprise
395396, 0, 1, Enterprise
62621, 0, 2, Enterprise
11387, 0, 1, Enterprise
32337, 0, 7, Enterprise
46306, 0, 1, Enterprise
20320, 0, 2, Enterprise
395413, 0, 1, Enterprise
63345, 0, 1, Enterprise
395445, 0, 1, Enterprise
27023, 0, 2, Enterprise
10602, 0, 2, Enterprise
54785, 0, 1, Enterprise
22173, 0, 1, Enterprise
22734, 0, 7, Enterprise
393585, 0, 2, Enterprise
13948, 0, 1, Enterprise
32148, 0, 3, Enterprise
36635, 0, 3, Enterprise
40875, 0, 1, Enterprise
11613, 0, 1, Enterprise
15155, 0, 3, Enterprise
19253, 0, 1, Enterprise
40721, 0, 1, Enterprise
26084, 0, 4, Enterprise
36293, 0, 1, Enterprise
27560, 0, 2, Enterprise
54713, 0, 2, Enterprise
22938, 0, 2, Enterprise
19260, 0, 1, Enterprise
46744, 0, 1, Enterprise
26848, 0, 3, Enterprise
16482, 0, 1, Enterprise
54752, 0, 1, Enterprise
63044, 0, 5, Enterprise
19534, 0, 1, Enterprise
55278, 0, 1, Enterprise
32384, 0, 1, Enterprise
